0.8563109426,0.6522887324,0.4194203684,0.2301564193,0.1200839653,0.0341650867,0.277596831,0.057587351,0.0504638407,0.0670436078,0.3918946371,0.4492145179,0.0494786024,0.4053358613,0.1321912243,0.1428121614,0.0805186891,0.0623781148,0.0458491333,0.1707001625,0.3232969935,0.0569982394,0.4763678223,0.4441698267
0.8841550086,0.6617041969,0.4202513653,0.2292062542,0.1167240218,0.0347246951,0.2871960799,0.0677751178,0.049420214,0.073322361,0.34959602,0.5016832498,0.0515074437,0.4022967008,0.1297598564,0.1249943892,0.0904017356,0.0652726865,0.0490723423,0.1945126057,0.3169671579,0.0593027605,0.4665220319,0.4952120895
0.825685988,0.6135086865,0.4027926611,0.227134275,0.1188439682,0.0377398928,0.2539145965,0.0798116577,0.0522942036,0.0868972236,0.316954051,0.5430751745,0.0541776262,0.3554473129,0.1215911674,0.1066991395,0.107364832,0.0681441792,0.0500113655,0.2079006332,0.2898847215,0.0611787628,0.42883585,0.5276830654
0.8187214487,0.5917608119,0.386793227,0.2191044123,0.1153841945,0.036121673,0.2161473863,0.1018436961,0.0501709659,0.1027245124,0.2799737396,0.5675793966,0.0529775419,0.3039910277,0.1126514758,0.0896134803,0.1313373636,0.0691495473,0.0485351643,0.2353256558,0.2742566403,0.0616407254,0.397789753,0.5765243319
0.8359355689,0.6504490401,0.4125401664,0.2293400346,0.1160315564,0.0384135289,0.1689688556,0.1480617121,0.0503460493,0.1390664909,0.2404424487,0.5856677927,0.0532565708,0.2523893878,0.1116585647,0.0772513801,0.178930131,0.0692180934,0.0467784461,0.2665609294,0.2637595781,0.0618027519,0.3559157947,0.6031144434
0.8355432891,0.5892282154,0.3785724286,0.2101557969,0.1091758165,0.0355612888,0.131451371,0.2128957421,0.0489230215,0.2022759545,0.2078158437,0.542749145,0.0603267935,0.1939801204,0.1009919802,0.0635567289,0.2623147537,0.0778604428,0.0506209876,0.2944341113,0.2490550189,0.0675026499,0.3220735585,0.6547869043
0.8256365794,0.5742219586,0.3762434973,0.2110796751,0.1103814913,0.0355845578,0.0966322899,0.2735009583,0.0524185452,0.3230811353,0.1892945149,0.4906680661,0.0725381035,0.1527334124,0.0963630556,0.0575271516,0.3891347997,0.1058866478,0.0536004381,0.2918910286,0.2287806881,0.0863078397,0.2899288126,0.6484211007
0.8240363628,0.5733219324,0.3789068653,0.2097635067,0.1103395513,0.0350037128,0.0690758534,0.3049886366,0.0555275534,0.4859026575,0.1625615985,0.4215701717,0.1043653383,0.1232037983,0.0912378209,0.0536531581,0.5160099908,0.1933147319,0.0598231363,0.2665106546,0.2118989222,0.1365900857,0.2643954907,0.6399045926
0.824076466,0.5687878527,0.3800051666,0.2122075835,0.1120238813,0.0364333075,0.0519417894,0.3082752088,0.0597462614,0.627199403,0.1367547863,0.3532535377,0.133778237,0.1033123798,0.08956055,0.0505841155,0.5882200982,0.3298028072,0.0626137375,0.2229111054,0.1943884727,0.1804242372,0.238574586,0.620339275
0.8386465822,0.5978611527,0.3935275739,0.2160134122,0.1119719562,0.0348616862,0.0386288008,0.295933142,0.059910585,0.7162598115,0.1238397643,0.2899636752,0.1451393299,0.089973836,0.0885919679,0.047097823,0.6127975208,0.4406482587,0.0603373384,0.201125308,0.1742347652,0.183183885,0.2179312622,0.5882592019
0.8929094853,0.7471714152,0.4693252433,0.2447678509,0.118362352,0.0387442842,0.033078321,0.2855551647,0.0642279282,0.8291564076,0.132744167,0.2490766796,0.1488158049,0.0885156525,0.0964708641,0.0505569234,0.6367100481,0.4968343299,0.0572473326,0.2118507445,0.1682201899,0.1669158166,0.2096963302,0.5385303084
0.8402512785,0.5656361135,0.3774887729,0.209653973,0.1114113646,0.0372997949,0.0341354515,0.2453339563,0.0647457363,0.7739013057,0.133234691,0.1799081068,0.195812891,0.0796355424,0.0937024635,0.0504218259,0.5895439088,0.5410274382,0.0725800171,0.2168159281,0.1619058744,0.1493263765,0.2124938349,0.5146795421
0.8314340765,0.5528213598,0.3695293146,0.2093008533,0.1112936967,0.0367822736,0.0325571153,0.213644371,0.072953482,0.7868428296,0.1329644922,0.1417506193,0.2607899807,0.0732452519,0.0962923204,0.0494549959,0.554803193,0.5811175337,0.081370768,0.2148417286,0.1457748417,0.1304211396,0.1993393889,0.4587118084
0.8453640175,0.6042738708,0.3903659234,0.2129979036,0.1062678674,0.0308009339,0.0250166762,0.181022489,0.0808223747,0.8308319039,0.1515485039,0.1167619592,0.3394082333,0.0660782352,0.126777206,0.0415928149,0.5181532304,0.6215694683,0.0845268725,0.2449733181,0.1219720793,0.1106537069,0.1828354298,0.3877453783
0.8637459363,0.6285025543,0.4042284981,0.2238096291,0.113477232,0.0383992746,0.0326403786,0.1566291439,0.107623239,0.8602737908,0.2267288852,0.1124156844,0.4435057611,0.073470155,0.2429396024,0.0486387863,0.4803060796,0.6849415043,0.1041709976,0.3278412986,0.1215516288,0.1113430789,0.188597209,0.3341442378
0.8520833769,0.5764044239,0.3772030691,0.2106792666,0.1100499676,0.0361585583,0.0327319103,0.1250757877,0.1572515732,0.8445777843,0.3251865945,0.1004704062,0.511969225,0.0724383768,0.3810290397,0.0514248082,0.4170307959,0.7266417177,0.1151303548,0.3991344526,0.1195939872,0.1076561226,0.2011038866,0.2789404361
0.8478765148,0.5759316669,0.3771977367,0.2137078067,0.1093567759,0.0361545299,0.032165543,0.1072929087,0.2632731372,0.8576538687,0.4538990179,0.0938734364,0.5118260455,0.0711578902,0.4937021701,0.0654995989,0.3721681445,0.7414095866,0.1139527825,0.4330435537,0.1221735643,0.1016064344,0.2193509225,0.2329221497
0.8577021466,0.5952841731,0.3903014125,0.2182182182,0.1098631965,0.035806918,0.03226115,0.0990368146,0.430363697,0.8809253698,0.6009787565,0.0916449783,0.5073962852,0.0722300078,0.5641641642,0.0937203871,0.3501279057,0.7516850184,0.1128639751,0.4574797019,0.1248048048,0.1006918029,0.2373929485,0.2121299077
0.8639360495,0.5897312049,0.3866254498,0.2161204627,0.1090540247,0.0348829908,0.0315574661,0.0939189026,0.5863259835,0.892651001,0.7371458932,0.0898519574,0.5016060086,0.0722148429,0.5907938271,0.123005772,0.3422126694,0.7597749173,0.1181974062,0.4703552539,0.1264351438,0.1008162871,0.2548844398,0.2016253291
