0.0788181052,0.2219933569,0.3321998715,0.3902826905,0.3727149963,0.314109236,0.2546519339,0.3628848493,0.8977694511,0.799453795,0.7150828838,0.5270901322,0.8628,0.0776,0.3642,0.4364
0.0943533182,0.247947529,0.3069376349,0.3702706993,0.3275501132,0.2929523289,0.2373553663,0.3351320922,0.7722229362,0.6954523921,0.6228885055,0.4831910431,0.8721,0.0745,0.3396,0.434
0.1211738884,0.2678224742,0.2860451639,0.3463180959,0.2928299308,0.2736259997,0.2171434164,0.3037393391,0.6593574286,0.5910761356,0.5285080075,0.434779644,0.8772,0.0753,0.307,0.414
0.1215047538,0.2813106477,0.2718366086,0.320882231,0.2639541924,0.2597079575,0.2043900341,0.2823632658,0.5682420135,0.5131169558,0.4600376189,0.4023113549,0.8802,0.0792,0.2698,0.3814
0.1226396561,0.289440304,0.2676405013,0.3093487918,0.2387348115,0.2483742535,0.194389239,0.2665200233,0.4999509454,0.4565421045,0.4091645777,0.381426841,0.885,0.0811,0.2357,0.3441
0.1235656738,0.2851190865,0.2524520457,0.291685611,0.2205626965,0.2371500582,0.1853556037,0.2510026991,0.4442413449,0.4067485631,0.3608013093,0.3553168774,0.8875,0.0776,0.2066,0.3036
0.1248909757,0.2732818723,0.2378440052,0.2747983634,0.2080628872,0.2269483358,0.178321138,0.2364961803,0.4057424963,0.3696036041,0.3231819272,0.3394256532,0.8894,0.0682,0.177,0.2566
0.1372173131,0.2715107501,0.233036384,0.2640767992,0.2023946792,0.2219249457,0.1776000857,0.22943829,0.3751035333,0.3426506221,0.2979025245,0.3298274577,0.8928,0.0549,0.1417,0.1991
0.1366141886,0.2671741843,0.2279800177,0.2638751864,0.1890247762,0.21541439,0.1778976917,0.2296163291,0.3308740258,0.3148996234,0.2742936015,0.3199164271,0.8942,0.0456,0.1112,0.1434
0.14761886,0.2706952393,0.2269278467,0.259594202,0.189617157,0.2140586823,0.1775393337,0.2298074663,0.3112179041,0.3018639684,0.2589690685,0.3151350021,0.8953,0.0439,0.0919,0.1014
0.1600304246,0.2729666233,0.2233725637,0.255105406,0.1841778904,0.2102091908,0.1744384468,0.2244366854,0.284022361,0.2788674831,0.2339764386,0.3058197498,0.8962,0.0447,0.0752,0.0665
0.1552726626,0.271302551,0.2229688764,0.2557473779,0.1719977856,0.2082968801,0.1747771204,0.22586748,0.2495470643,0.260540247,0.2188591063,0.3046107888,0.8945,0.0431,0.059,0.0412
0.1640955508,0.2710185945,0.2232822329,0.249061197,0.1716104448,0.2092098594,0.1762426496,0.2234164923,0.2337271273,0.2508691549,0.2065769285,0.3023139536,0.896,0.0453,0.0508,0.0289
0.191575408,0.2667903304,0.2232805043,0.2427978963,0.1786952317,0.2059630603,0.1762112379,0.2189043462,0.2168008089,0.229594633,0.1880825162,0.2894364297,0.8938,0.0772,0.0596,0.0262
0.2564918101,0.2665162683,0.228850022,0.24996005,0.1992137879,0.2022363693,0.1765358597,0.2191843092,0.207110256,0.2106342465,0.1710295826,0.2791460454,0.8936,0.1798,0.0882,0.0281
0.375339061,0.2790274918,0.2512375116,0.2913492918,0.2351227552,0.2062719017,0.1850243062,0.2343776375,0.2087597102,0.2028028071,0.1646106541,0.2867398262,0.8935,0.3352,0.1167,0.0286
0.5254654288,0.2947334349,0.2811911106,0.3530920148,0.2649819255,0.2038495243,0.1920448244,0.2519916892,0.1934022158,0.1826180369,0.1508895904,0.2936302423,0.8933,0.4711,0.1316,0.0275
0.6100406051,0.3119709492,0.3006163836,0.380007565,0.2858822942,0.211846441,0.1996705383,0.2611414194,0.19463934,0.181910634,0.1488868594,0.2987481058,0.8929,0.5569,0.1378,0.0267
0.7353634834,0.3575647175,0.3375923932,0.408295989,0.3191388547,0.2375586629,0.215883404,0.2719705701,0.2110914141,0.1955200434,0.1522797346,0.3149395883,0.8915,0.6058,0.1408,0.0262
0.7968968153,0.4067339599,0.388632834,0.4591949582,0.3229481578,0.2601172328,0.2421767265,0.3066236079,0.2012347579,0.1973908246,0.152895689,0.3607344627,0.8913,0.6372,0.1441,0.0262
0.8170472383,0.4454610944,0.4234182537,0.4874484241,0.3284525871,0.2825149298,0.2646643817,0.3338152468,0.2016083896,0.2038806528,0.1567221284,0.4000070095,0.8888,0.6573,0.1499,0.0275
0.837710917,0.4976493418,0.4574039876,0.5003200769,0.3507019281,0.3197312057,0.2914894521,0.3606218398,0.219595477,0.2260801345,0.1700784862,0.4440207481,0.89,0.6684,0.1577,0.0298
0.8124645352,0.6204832196,0.5394856334,0.532361567,0.3775489926,0.4015413225,0.3603196144,0.4337805212,0.2469299734,0.2702184319,0.1952224225,0.5659831762,0.8929,0.6714,0.162,0.0313
0.751547575,0.6665491462,0.5659736991,0.5575985312,0.3861510158,0.4320350885,0.3943611085,0.4768259525,0.266647011,0.2721199691,0.1898467839,0.6388802528,0.893,0.6702,0.1605,0.0308
0.756117319,0.6511243984,0.5560279703,0.5527043377,0.3818500042,0.4167882055,0.3773403615,0.4553032368,0.2567884922,0.2711692005,0.1925346032,0.6024317145,0.8915,0.6693,0.1555,0.0289
0.751547575,0.6665491462,0.5659736991,0.5575985312,0.3861510158,0.4400348663,0.3896545768,0.4703231156,0.266647011,0.2671393752,0.1738295704,0.6384997964,0.8922,0.6724,0.1489,0.0267
