380	49.975498
381	50.442758
382	50.910018
383	51.377278
384	51.844538
385	52.311798
386	52.7790786
387	53.2463592
388	53.7136398
389	54.1809204
390	54.648201
391	57.4588608
392	60.2695206
393	63.0801804
394	65.8908402
395	68.7015
396	71.5121796
397	74.3228592
398	77.1335388
399	79.9442184
400	82.754898
401	83.6279982
402	84.5010984
403	85.3741986
404	86.2472988
405	87.120399
406	87.9935192
407	88.8666394
408	89.7397596
409	90.6128798
410	91.486
411	91.68058
412	91.87516
413	92.06974
414	92.26432
415	92.4589
416	92.6534802
417	92.8480604
418	93.0426406
419	93.2372208
420	93.431801
421	92.7568406
422	92.0818802
423	91.4069198
424	90.7319594
425	90.056999
426	89.3820586
427	88.7071182
428	88.0321778
429	87.3572374
430	86.682297
431	88.5005572
432	90.3188174
433	92.1370776
434	93.9553378
435	95.773598
436	97.591878
437	99.410158
438	101.228438
439	103.046718
440	104.864998
441	106.0791978
442	107.2933976
443	108.5075974
444	109.7217972
445	110.935997
446	112.1503982
447	113.3647994
448	114.5792006
449	115.7936018
450	117.008003
451	117.0884032
452	117.1688034
453	117.2492036
454	117.3296038
455	117.410004
456	117.4904024
457	117.5708008
458	117.6511992
459	117.7315976
460	117.811996
461	117.5167966
462	117.2215972
463	116.9263978
464	116.6311984
465	116.335999
466	116.0409992
467	115.7459994
468	115.4509996
469	115.1559998
470	114.861
471	114.9671996
472	115.0733992
473	115.1795988
474	115.2857984
475	115.391998
476	115.4981978
477	115.6043976
478	115.7105974
479	115.8167972
480	115.922997
481	115.211797
482	114.500597
483	113.789397
484	113.078197
485	112.366997
486	111.655797
487	110.944597
488	110.233397
489	109.522197
490	108.810997
491	108.8651978
492	108.9193986
493	108.9735994
494	109.0278002
495	109.082001
496	109.1364
497	109.190799
498	109.245198
499	109.299597
500	109.353996
501	109.1987974
502	109.0435988
503	108.8884002
504	108.7332016
505	108.578003
506	108.4228028
507	108.2676026
508	108.1124024
509	107.9572022
510	107.802002
511	107.5008012
512	107.1996004
513	106.8983996
514	106.5971988
515	106.295998
516	105.9947986
517	105.6935992
518	105.3923998
519	105.0912004
520	104.790001
521	105.0798004
522	105.3695998
523	105.6593992
524	105.9491986
525	106.238998
526	106.528999
527	106.819
528	107.109001
529	107.399002
530	107.689003
531	107.3606018
532	107.0322006
533	106.7037994
534	106.3753982
535	106.046997
536	105.7185974
537	105.3901978
538	105.0617982
539	104.7333986
540	104.404999
541	104.3689988
542	104.3329986
543	104.2969984
544	104.2609982
545	104.224998
546	104.189198
547	104.153398
548	104.117598
549	104.081798
550	104.045998
551	103.641399
552	103.2368
553	102.832201
554	102.427602
555	102.023003
556	101.6184024
557	101.2138018
558	100.8092012
559	100.4046006
560	100
561	99.6334198
562	99.2668396
563	98.9002594
564	98.5336792
565	98.167099
566	97.8005188
567	97.4339386
568	97.0673584
569	96.7007782
570	96.334198
571	96.2795776
572	96.2249572
573	96.1703368
574	96.1157164
575	96.061096
576	96.0064772
577	95.9518584
578	95.8972396
579	95.8426208
580	95.788002
581	95.0777618
582	94.3675216
583	93.6572814
584	92.9470412
585	92.236801
586	91.5265608
587	90.8163206
588	90.1060804
589	89.3958402
590	88.6856
591	88.8176602
592	88.9497204
593	89.0817806
594	89.2138408
595	89.345901
596	89.4779614
597	89.6100218
598	89.7420822
599	89.8741426
600	90.006203
601	89.9654818
602	89.9247606
603	89.8840394
604	89.8433182
605	89.802597
606	89.7618972
607	89.7211974
608	89.6804976
609	89.6397978
610	89.599098
611	89.409059
612	89.21902
613	89.028981
614	88.838942
615	88.648903
616	88.4588624
617	88.2688218
618	88.0787812
619	87.8887406
620	87.6987
621	87.2576798
622	86.8166596
623	86.3756394
624	85.9346192
625	85.493599
626	85.0525986
627	84.6115982
628	84.1705978
629	83.7295974
630	83.288597
631	83.3296568
632	83.3707166
633	83.4117764
634	83.4528362
635	83.493896
636	83.5349574
637	83.5760188
638	83.6170802
639	83.6581416
640	83.699203
641	83.3319622
642	82.9647214
643	82.5974806
644	82.2302398
645	81.862999
646	81.4957596
647	81.1285202
648	80.7612808
649	80.3940414
650	80.026802
651	80.045581
652	80.06436
653	80.083139
654	80.101918
655	80.120697
656	80.1394776
657	80.1582582
658	80.1770388
659	80.1958194
660	80.2146
661	80.4209202
662	80.6272404
663	80.8335606
664	81.0398808
665	81.246201
666	81.4525212
667	81.6588414
668	81.8651616
669	82.0714818
670	82.277802
671	81.8784412
672	81.4790804
673	81.0797196
674	80.6803588
675	80.280998
676	79.881639
677	79.48228
678	79.082921
679	78.683562
680	78.284203
681	77.4279026
682	76.5716022
683	75.7153018
684	74.8590014
685	74.002701
686	73.1464204
687	72.2901398
688	71.4338592
689	70.5775786
690	69.721298
691	69.9100782
692	70.0988584
693	70.2876386
694	70.4764188
695	70.665199
696	70.8539792
697	71.0427594
698	71.2315396
699	71.4203198
700	71.6091
701	71.8830792
702	72.1570584
703	72.4310376
704	72.7050168
705	72.978996
706	73.2529966
707	73.5269972
708	73.8009978
709	74.0749984
710	74.348999
711	73.0744994
712	71.7999998
713	70.5255002
714	69.2510006
715	67.976501
716	66.7020008
717	65.4275006
718	64.1530004
719	62.8785002
720	61.604
721	62.4321594
722	63.2603188
723	64.0884782
724	64.9166376
725	65.744797
726	66.572957
727	67.401117
728	68.229277
729	69.057437
730	69.885597
